koi_pdisposition,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad
CANDIDATE,0,0,0,0,1.65
FALSE POSITIVE,1,0,0,0,8.02
CANDIDATE,0,0,0,0,1.35
CANDIDATE,0,0,0,0,1.0
CANDIDATE,0,0,0,0,1.96
FALSE POSITIVE,0,0,1,0,69.44
FALSE POSITIVE,0,0,1,0,1.43
FALSE POSITIVE,0,0,1,0,9.55
FALSE POSITIVE,0,0,1,0,71.61
CANDIDATE,0,0,0,0,15.41
FALSE POSITIVE,0,0,1,0,50.78
FALSE POSITIVE,0,0,1,0,40.94
FALSE POSITIVE,1,0,0,0,3.86
FALSE POSITIVE,0,0,1,0,39.06
FALSE POSITIVE,0,1,0,0,1.0
FALSE POSITIVE,1,0,0,0,0.78
FALSE POSITIVE,0,1,0,0,2.27
FALSE POSITIVE,1,0,0,0,0.48
FALSE POSITIVE,1,0,0,0,1.14
FALSE POSITIVE,1,0,0,1,23.04
FALSE POSITIVE,1,0,1,0,24.76
CANDIDATE,0,0,0,0,1.87
FALSE POSITIVE,1,0,1,1,54.58
CANDIDATE,0,0,0,0,3.37
FALSE POSITIVE,0,1,0,0,235.58
FALSE POSITIVE,0,0,1,0,61.58
FALSE POSITIVE,1,0,0,1,1.67
CANDIDATE,0,0,0,0,0.74
FALSE POSITIVE,1,0,0,0,3.04
FALSE POSITIVE,0,1,0,0,59.07
FALSE POSITIVE,0,1,0,0,35.89
CANDIDATE,0,0,0,0,2.0
FALSE POSITIVE,0,0,1,0,150.94
FALSE POSITIVE,0,0,1,0,32.36
CANDIDATE,0,0,0,0,10.39
CANDIDATE,0,0,0,0,0.82
CANDIDATE,0,0,0,0,0.48
FALSE POSITIVE,0,0,1,0,81.21
FALSE POSITIVE,1,0,1,0,22.17
FALSE POSITIVE,1,0,1,0,49.08
FALSE POSITIVE,0,0,1,0,41.8
FALSE POSITIVE,0,0,1,0,58.76
CANDIDATE,0,0,0,0,27.81
FALSE POSITIVE,1,1,0,1,1.11
CANDIDATE,0,0,1,0,24.3
FALSE POSITIVE,0,0,1,0,36.01
FALSE POSITIVE,0,1,0,0,44.48
FALSE POSITIVE,0,0,1,0,6.96
CANDIDATE,0,0,0,0,1.31
FALSE POSITIVE,0,0,1,0,63.78
FALSE POSITIVE,1,0,1,0,1.01
FALSE POSITIVE,0,0,1,0,47.63
FALSE POSITIVE,0,0,0,1,0.77
CANDIDATE,0,0,0,0,0.72
CANDIDATE,0,0,0,0,1.87
FALSE POSITIVE,0,0,1,0,14.72
FALSE POSITIVE,0,0,1,0,44.29
FALSE POSITIVE,0,0,1,0,55.0
FALSE POSITIVE,0,0,1,0,60.35
FALSE POSITIVE,0,0,1,0,46.72
CANDIDATE,0,0,0,0,0.72
FALSE POSITIVE,0,0,1,0,129.93
FALSE POSITIVE,0,0,1,0,53.87
FALSE POSITIVE,0,0,1,0,232.39
CANDIDATE,0,0,0,0,1.17
FALSE POSITIVE,0,1,0,0,51.1
FALSE POSITIVE,0,0,1,0,40.15
FALSE POSITIVE,0,0,1,0,56.15
FALSE POSITIVE,0,0,1,0,30.8
FALSE POSITIVE,0,0,1,0,58.77
CANDIDATE,0,0,0,0,1.62
FALSE POSITIVE,0,0,1,0,62.08
FALSE POSITIVE,1,0,0,0,21.22
FALSE POSITIVE,0,0,1,0,36.91
FALSE POSITIVE,0,0,1,0,43.45
FALSE POSITIVE,1,1,0,0,18.2
FALSE POSITIVE,0,0,0,1,1.16
CANDIDATE,0,0,0,0,1.78
FALSE POSITIVE,0,1,0,0,123.34
FALSE POSITIVE,0,0,1,0,93.29
CANDIDATE,0,0,0,0,0.97
FALSE POSITIVE,0,1,0,0,5.86
FALSE POSITIVE,0,1,0,0,1.94
FALSE POSITIVE,0,0,1,1,64.99
FALSE POSITIVE,0,1,0,0,3.27
FALSE POSITIVE,0,0,1,0,51.89
FALSE POSITIVE,0,0,1,0,47.49
FALSE POSITIVE,0,0,1,0,90.67
CANDIDATE,0,0,0,0,0.48
FALSE POSITIVE,0,1,0,0,31.28
FALSE POSITIVE,0,1,0,0,14.63
FALSE POSITIVE,0,0,1,0,64.84
CANDIDATE,0,0,0,0,1.3
FALSE POSITIVE,0,1,0,0,3.35
FALSE POSITIVE,1,0,1,0,51.6
FALSE POSITIVE,1,1,0,0,14.74
FALSE POSITIVE,0,1,0,0,43.98
FALSE POSITIVE,0,0,1,0,30.13
FALSE POSITIVE,0,1,0,0,16.17
FALSE POSITIVE,0,0,1,0,51.51
FALSE POSITIVE,0,0,1,0,62.75
FALSE POSITIVE,0,0,1,0,23.94
FALSE POSITIVE,1,0,0,0,31.78
FALSE POSITIVE,1,0,1,1,0.69
FALSE POSITIVE,1,0,1,0,5.35
FALSE POSITIVE,0,0,1,0,76.06
FALSE POSITIVE,0,0,1,0,120.0
FALSE POSITIVE,1,0,0,1,0.54
CANDIDATE,0,0,0,0,3.37
FALSE POSITIVE,1,0,0,0,1.4
FALSE POSITIVE,0,1,0,0,4.66
FALSE POSITIVE,0,0,1,0,52.38
FALSE POSITIVE,0,0,1,0,53.53
FALSE POSITIVE,0,0,1,0,14.32
CANDIDATE,0,0,0,0,0.97
FALSE POSITIVE,0,0,1,0,57.6
FALSE POSITIVE,0,0,0,1,8.61
FALSE POSITIVE,0,0,1,0,152.74
CANDIDATE,0,0,0,0,1.03
FALSE POSITIVE,0,1,1,0,7.1
FALSE POSITIVE,1,1,1,1,4.69
FALSE POSITIVE,0,0,1,0,22.89
FALSE POSITIVE,1,0,1,0,42.72
FALSE POSITIVE,0,0,1,0,41.77
FALSE POSITIVE,0,0,1,0,95.58
FALSE POSITIVE,0,0,1,0,32.58
FALSE POSITIVE,0,1,0,0,1.76
FALSE POSITIVE,0,0,1,0,46.55
FALSE POSITIVE,0,1,0,0,64.0
FALSE POSITIVE,1,0,1,1,0.78
FALSE POSITIVE,0,0,1,0,56.93
FALSE POSITIVE,0,0,1,0,80.87
FALSE POSITIVE,0,0,1,1,1.84
FALSE POSITIVE,1,0,1,0,1.22
FALSE POSITIVE,0,0,1,0,40.9
FALSE POSITIVE,0,0,1,0,100.79
CANDIDATE,0,0,0,0,1.45
FALSE POSITIVE,0,0,1,0,94.1
CANDIDATE,0,0,0,0,1.14
FALSE POSITIVE,0,1,0,1,8.78
FALSE POSITIVE,0,0,1,0,57.14
FALSE POSITIVE,0,0,1,0,93.46
FALSE POSITIVE,0,0,0,1,0.56
FALSE POSITIVE,0,0,1,0,50.02
FALSE POSITIVE,0,0,1,0,161.02
CANDIDATE,0,0,0,0,0.72
FALSE POSITIVE,1,0,1,0,48.61
FALSE POSITIVE,0,0,1,0,67.45
FALSE POSITIVE,0,0,1,0,101.37
FALSE POSITIVE,0,0,1,0,26.94
FALSE POSITIVE,0,0,1,0,37.02
CANDIDATE,0,0,0,0,1.19
FALSE POSITIVE,0,0,1,0,25.1
FALSE POSITIVE,0,0,1,0,277.38
FALSE POSITIVE,0,0,1,0,63.08
FALSE POSITIVE,0,0,1,0,29.25
CANDIDATE,0,0,0,0,0.95
FALSE POSITIVE,0,1,0,0,2.14
CANDIDATE,0,0,0,0,0.84
FALSE POSITIVE,0,1,0,0,2.01
FALSE POSITIVE,1,0,0,0,0.72
CANDIDATE,0,0,0,0,1.14
CANDIDATE,0,0,0,0,1.3
FALSE POSITIVE,0,1,0,0,24.62
FALSE POSITIVE,0,0,1,0,57.46
FALSE POSITIVE,0,1,0,0,368.42
FALSE POSITIVE,0,0,1,0,59.16
FALSE POSITIVE,0,0,1,0,35.94
FALSE POSITIVE,0,0,1,0,39.12
FALSE POSITIVE,0,0,1,0,18.03
CANDIDATE,0,0,0,0,1.38
FALSE POSITIVE,0,1,0,0,125.96
FALSE POSITIVE,0,1,0,0,81.88
FALSE POSITIVE,0,0,1,0,164.06
FALSE POSITIVE,0,0,1,0,51.31
FALSE POSITIVE,1,0,0,0,0.65
FALSE POSITIVE,0,0,1,0,24.93
FALSE POSITIVE,0,0,1,0,158.5
FALSE POSITIVE,1,0,0,1,1.05
FALSE POSITIVE,0,0,1,0,117.51
FALSE POSITIVE,0,0,1,0,369.2
FALSE POSITIVE,0,0,1,0,78.14
FALSE POSITIVE,0,0,1,0,36.68
FALSE POSITIVE,0,1,0,0,0.76
FALSE POSITIVE,0,0,1,0,49.2
FALSE POSITIVE,0,1,0,0,63.68
CANDIDATE,0,0,0,0,1.74
FALSE POSITIVE,0,1,0,0,66.59
FALSE POSITIVE,0,0,1,0,400.4
FALSE POSITIVE,0,0,1,0,20.71
FALSE POSITIVE,1,0,0,1,0.69
FALSE POSITIVE,1,0,0,1,10.28
FALSE POSITIVE,0,0,1,0,42.57
FALSE POSITIVE,0,0,1,0,116.84
FALSE POSITIVE,0,0,1,0,51.79
CANDIDATE,0,0,0,0,14.59
FALSE POSITIVE,0,0,1,0,42.03
CANDIDATE,0,0,0,0,3.33
FALSE POSITIVE,0,0,1,0,217.25
FALSE POSITIVE,0,1,0,0,177.78
CANDIDATE,0,0,0,0,1.12
FALSE POSITIVE,0,0,1,0,34.03
FALSE POSITIVE,0,1,0,0,12.52
FALSE POSITIVE,0,0,1,0,162.84
FALSE POSITIVE,0,0,1,0,114.63
FALSE POSITIVE,0,0,1,0,77.97
CANDIDATE,0,0,0,0,41.53
FALSE POSITIVE,0,0,1,0,65.5
FALSE POSITIVE,0,1,0,0,18.8
FALSE POSITIVE,0,1,0,0,3.62
FALSE POSITIVE,0,0,1,0,47.26
FALSE POSITIVE,0,1,0,0,2.47
FALSE POSITIVE,0,1,0,0,1.54
FALSE POSITIVE,0,0,1,0,63.58
CANDIDATE,0,0,0,0,1.49
FALSE POSITIVE,1,0,0,0,28.63
FALSE POSITIVE,0,0,1,0,69.23
FALSE POSITIVE,0,0,1,0,53.1
FALSE POSITIVE,0,0,1,0,38.01
FALSE POSITIVE,0,1,0,0,1.09
CANDIDATE,0,0,0,0,1.19
FALSE POSITIVE,0,0,1,0,50.13
FALSE POSITIVE,0,0,1,0,40.43
FALSE POSITIVE,1,0,0,0,1.11
FALSE POSITIVE,0,0,1,0,18.8
FALSE POSITIVE,0,1,0,0,92.29
FALSE POSITIVE,0,0,1,0,130.46
FALSE POSITIVE,0,0,1,0,19.12
FALSE POSITIVE,0,0,1,0,114.14
FALSE POSITIVE,0,0,1,0,70.64
FALSE POSITIVE,0,0,1,0,47.81
FALSE POSITIVE,0,0,1,0,50.33
CANDIDATE,0,0,0,0,2.71
FALSE POSITIVE,0,0,1,0,58.67
CANDIDATE,0,0,0,0,0.75
FALSE POSITIVE,0,0,0,1,0.37
FALSE POSITIVE,0,0,1,0,57.48
FALSE POSITIVE,0,1,0,0,75.21
FALSE POSITIVE,0,0,1,0,43.42
FALSE POSITIVE,0,0,1,0,35.03
FALSE POSITIVE,1,0,0,1,0.79
FALSE POSITIVE,1,0,1,1,44.35
FALSE POSITIVE,1,0,0,1,1.27
FALSE POSITIVE,0,0,1,0,32.57
CANDIDATE,0,0,0,0,1.5
FALSE POSITIVE,1,1,0,0,46.02
FALSE POSITIVE,0,0,1,1,1.36
FALSE POSITIVE,0,0,1,0,14.94
FALSE POSITIVE,1,1,0,0,1.93
FALSE POSITIVE,0,1,0,0,50.25
FALSE POSITIVE,1,1,0,0,2.49
CANDIDATE,0,0,0,0,1.36
FALSE POSITIVE,0,1,0,0,9.08
FALSE POSITIVE,0,0,1,0,54.03
FALSE POSITIVE,1,0,0,0,0.93
FALSE POSITIVE,0,0,1,0,31.43
FALSE POSITIVE,0,0,1,0,38.87
FALSE POSITIVE,1,0,1,1,3.35
CANDIDATE,0,0,0,0,3.56
FALSE POSITIVE,0,0,1,0,54.93
FALSE POSITIVE,0,0,1,0,69.55
FALSE POSITIVE,1,0,0,0,0.69
FALSE POSITIVE,0,0,1,0,139.36
CANDIDATE,0,0,0,0,1.2
FALSE POSITIVE,0,0,1,0,75.1
FALSE POSITIVE,0,0,1,0,237.79
FALSE POSITIVE,0,0,1,1,272.44
FALSE POSITIVE,0,0,1,0,33.11
FALSE POSITIVE,0,0,1,0,82.29
FALSE POSITIVE,0,0,1,0,125.64
CANDIDATE,0,0,0,0,1.46
CANDIDATE,0,0,1,0,35.67
FALSE POSITIVE,0,0,1,0,47.22
CANDIDATE,0,0,0,0,1.88
FALSE POSITIVE,0,0,1,0,63.25
FALSE POSITIVE,0,0,1,0,52.88
CANDIDATE,0,0,0,0,67.45
FALSE POSITIVE,0,0,1,0,75.31
FALSE POSITIVE,0,1,0,0,1.15
FALSE POSITIVE,0,0,1,0,59.22
FALSE POSITIVE,0,0,1,0,39.08
FALSE POSITIVE,1,1,0,1,17.41
FALSE POSITIVE,1,0,0,1,0.42
FALSE POSITIVE,1,0,0,1,1.19
FALSE POSITIVE,0,0,1,0,110.85
FALSE POSITIVE,0,0,1,0,116.52
FALSE POSITIVE,0,0,1,0,54.72
FALSE POSITIVE,0,0,1,0,67.08
FALSE POSITIVE,0,1,0,0,4.64
FALSE POSITIVE,0,0,1,0,53.32
FALSE POSITIVE,0,0,1,0,41.48
FALSE POSITIVE,0,1,0,0,1.35
FALSE POSITIVE,0,1,0,1,97.23
CANDIDATE,0,0,0,0,1.45
FALSE POSITIVE,1,0,1,0,5.02
FALSE POSITIVE,0,0,1,0,888.7
FALSE POSITIVE,0,0,1,0,50.72
FALSE POSITIVE,0,1,0,0,2.51
FALSE POSITIVE,0,0,1,0,57.95
FALSE POSITIVE,0,0,1,0,90.36
FALSE POSITIVE,0,0,1,0,56.52
FALSE POSITIVE,0,1,0,1,0.35
FALSE POSITIVE,1,0,1,1,0.52
FALSE POSITIVE,1,1,0,1,0.49
FALSE POSITIVE,1,1,0,1,0.86
CANDIDATE,0,0,0,0,2.16
FALSE POSITIVE,0,0,1,0,91.91
FALSE POSITIVE,0,0,1,0,56.94
FALSE POSITIVE,0,0,1,0,52.84
CANDIDATE,0,0,1,0,45.99
FALSE POSITIVE,0,0,1,0,67.36
CANDIDATE,0,0,0,0,1.61
FALSE POSITIVE,0,0,1,0,67.38
CANDIDATE,0,0,0,0,4.39
FALSE POSITIVE,1,0,0,0,0.89
FALSE POSITIVE,1,0,0,1,0.52
FALSE POSITIVE,0,0,0,1,0.56
CANDIDATE,0,0,0,0,39.82
FALSE POSITIVE,0,0,1,0,59.62
FALSE POSITIVE,0,1,0,0,72.9
FALSE POSITIVE,0,0,1,0,118.99
FALSE POSITIVE,0,0,1,0,59.19
FALSE POSITIVE,1,1,0,1,0.38
FALSE POSITIVE,1,0,1,0,52.43
FALSE POSITIVE,0,0,1,0,61.14
FALSE POSITIVE,0,1,0,0,19.71
FALSE POSITIVE,0,0,1,0,60.49
FALSE POSITIVE,0,0,1,0,19.09
FALSE POSITIVE,1,0,0,1,164.49
FALSE POSITIVE,0,0,1,0,48.13
FALSE POSITIVE,0,0,1,0,54.36
FALSE POSITIVE,0,0,1,0,40.0
FALSE POSITIVE,0,1,0,0,51.58
FALSE POSITIVE,0,0,1,0,29.45
FALSE POSITIVE,1,0,0,0,0.54
FALSE POSITIVE,0,0,1,0,141.82
FALSE POSITIVE,0,1,0,0,59.95
FALSE POSITIVE,1,0,1,0,77.4
FALSE POSITIVE,0,0,1,0,319.52
FALSE POSITIVE,0,0,1,0,23.48
FALSE POSITIVE,0,0,1,0,75.86
FALSE POSITIVE,0,0,1,0,105.07
FALSE POSITIVE,0,0,1,0,26.96
FALSE POSITIVE,0,1,0,0,42.33
FALSE POSITIVE,1,1,0,1,0.88
FALSE POSITIVE,1,0,0,1,0.79
FALSE POSITIVE,0,0,1,0,82.04
FALSE POSITIVE,0,0,1,0,66.69
FALSE POSITIVE,0,0,1,0,43.68
FALSE POSITIVE,0,0,1,0,53.4
FALSE POSITIVE,0,0,1,0,51.06
FALSE POSITIVE,1,0,1,0,26.41
FALSE POSITIVE,0,0,1,0,67.05
FALSE POSITIVE,0,0,1,0,93.43
FALSE POSITIVE,0,0,1,0,127.57
FALSE POSITIVE,0,0,1,0,246.75
FALSE POSITIVE,0,1,0,0,1.07
FALSE POSITIVE,0,0,1,0,33.93
FALSE POSITIVE,0,0,1,0,15.47
FALSE POSITIVE,1,0,0,1,1.22
FALSE POSITIVE,0,0,1,0,77.59
FALSE POSITIVE,0,0,0,1,0.44
CANDIDATE,0,0,0,0,0.83
FALSE POSITIVE,0,0,1,0,34.05
FALSE POSITIVE,0,0,1,0,80.71
FALSE POSITIVE,0,0,1,0,53.72
FALSE POSITIVE,1,0,0,1,1.2
FALSE POSITIVE,0,1,0,0,2.02
FALSE POSITIVE,0,0,1,0,129.87
FALSE POSITIVE,0,0,1,0,149.19
FALSE POSITIVE,0,0,1,0,104.26
FALSE POSITIVE,1,0,0,1,11.4
FALSE POSITIVE,0,0,1,0,59.94
FALSE POSITIVE,0,0,1,0,34.05
CANDIDATE,0,0,0,0,0.67
FALSE POSITIVE,0,1,0,0,82.03
FALSE POSITIVE,0,0,1,0,74.25
FALSE POSITIVE,0,0,1,0,50.74
FALSE POSITIVE,0,0,1,0,98.04
FALSE POSITIVE,1,0,1,0,47.68
FALSE POSITIVE,0,0,1,0,46.3
FALSE POSITIVE,0,1,0,0,6.15
FALSE POSITIVE,1,0,0,0,1.06
FALSE POSITIVE,0,0,1,0,104.57
FALSE POSITIVE,0,0,1,0,56.11
FALSE POSITIVE,0,0,1,0,571.07
FALSE POSITIVE,0,0,1,0,46.59
FALSE POSITIVE,0,0,1,1,0.64
CANDIDATE,0,0,0,0,0.87
CANDIDATE,0,0,0,0,0.98
FALSE POSITIVE,1,0,1,1,2.83
FALSE POSITIVE,0,0,0,1,0.91
FALSE POSITIVE,1,0,0,1,0.58
FALSE POSITIVE,0,0,1,0,51.9
FALSE POSITIVE,0,1,0,1,0.57
FALSE POSITIVE,0,1,0,1,1.15
FALSE POSITIVE,1,1,0,1,0.88
FALSE POSITIVE,0,1,0,1,1.54
FALSE POSITIVE,0,1,0,1,1.07
FALSE POSITIVE,0,0,1,0,29.77
FALSE POSITIVE,0,0,1,0,33.8
FALSE POSITIVE,0,1,0,0,31.72
CANDIDATE,0,0,0,0,0.91
FALSE POSITIVE,0,1,0,0,1.54
CANDIDATE,0,0,0,0,0.76
FALSE POSITIVE,1,1,0,0,21.07
FALSE POSITIVE,0,0,1,0,88.64
FALSE POSITIVE,1,1,0,0,0.48
FALSE POSITIVE,0,0,1,0,127.38
FALSE POSITIVE,1,1,0,0,2.63
FALSE POSITIVE,0,0,1,0,83.26
FALSE POSITIVE,1,1,0,0,1.09
CANDIDATE,0,0,0,0,0.97
FALSE POSITIVE,0,0,1,0,71.55
FALSE POSITIVE,0,0,1,0,131.41
FALSE POSITIVE,0,1,0,0,2.11
CANDIDATE,0,0,0,0,1.61
FALSE POSITIVE,1,0,1,1,0.54
FALSE POSITIVE,1,1,0,1,0.81
FALSE POSITIVE,0,0,1,0,68.93
FALSE POSITIVE,0,0,0,1,1.16
FALSE POSITIVE,0,0,1,0,51.63
FALSE POSITIVE,1,0,0,1,0.98
FALSE POSITIVE,0,0,1,0,41.84
FALSE POSITIVE,1,0,0,1,0.73
FALSE POSITIVE,0,0,1,0,61.45
FALSE POSITIVE,1,0,1,1,0.57
FALSE POSITIVE,1,0,0,1,1.54
FALSE POSITIVE,0,1,0,0,95.86
FALSE POSITIVE,0,1,0,0,92.55
FALSE POSITIVE,0,0,1,0,71.45
FALSE POSITIVE,0,0,1,0,81.28
FALSE POSITIVE,0,0,1,1,1.51
FALSE POSITIVE,0,0,1,0,59.02
FALSE POSITIVE,0,0,1,0,37.78
FALSE POSITIVE,0,0,1,0,43.23
FALSE POSITIVE,0,1,0,0,22.46
FALSE POSITIVE,0,0,1,0,139.59
FALSE POSITIVE,0,0,1,0,44.91
FALSE POSITIVE,1,0,0,0,1.1
FALSE POSITIVE,1,1,0,0,1.04
FALSE POSITIVE,0,0,0,1,0.75
FALSE POSITIVE,0,1,0,0,0.57
FALSE POSITIVE,1,0,1,1,1.17
FALSE POSITIVE,0,0,0,1,1.04
FALSE POSITIVE,1,0,1,0,50.53
FALSE POSITIVE,0,0,1,0,47.71
FALSE POSITIVE,1,0,0,0,216.92
FALSE POSITIVE,0,0,1,0,54.35
CANDIDATE,0,0,0,0,1.2
FALSE POSITIVE,0,0,1,0,47.64
FALSE POSITIVE,0,0,1,0,40.3
FALSE POSITIVE,1,0,1,1,16.24
FALSE POSITIVE,0,1,0,0,1.42
FALSE POSITIVE,0,0,1,0,28.99
FALSE POSITIVE,0,0,1,0,108.46
FALSE POSITIVE,1,0,1,1,97.92
FALSE POSITIVE,1,0,1,1,1.52
FALSE POSITIVE,0,0,1,0,35.8
FALSE POSITIVE,0,0,1,0,186.53
FALSE POSITIVE,0,0,1,0,31.2
CANDIDATE,0,0,0,0,1.18
CANDIDATE,0,0,0,0,2.26
FALSE POSITIVE,0,1,0,0,2.64
FALSE POSITIVE,0,0,1,0,109.33
FALSE POSITIVE,0,0,1,0,44.96
FALSE POSITIVE,0,0,1,0,29.45
FALSE POSITIVE,1,0,0,1,9.04
FALSE POSITIVE,0,0,1,0,141.7
FALSE POSITIVE,0,0,1,0,87.4
CANDIDATE,0,0,0,0,0.73
CANDIDATE,0,0,0,0,1.5
FALSE POSITIVE,0,1,0,0,0.84
FALSE POSITIVE,0,0,1,0,47.62
FALSE POSITIVE,1,0,0,1,0.86
FALSE POSITIVE,1,0,0,0,16.5
FALSE POSITIVE,0,1,0,0,82.22
FALSE POSITIVE,0,0,1,0,66.58
FALSE POSITIVE,0,0,1,0,378.99
FALSE POSITIVE,1,0,0,1,0.42
FALSE POSITIVE,1,0,0,1,1.26
CANDIDATE,0,0,0,0,0.65
FALSE POSITIVE,0,0,1,0,61.66
FALSE POSITIVE,1,1,0,1,1.88
FALSE POSITIVE,0,0,1,0,101.02
FALSE POSITIVE,0,0,0,1,0.68
FALSE POSITIVE,0,1,0,0,48.15
FALSE POSITIVE,0,0,1,0,96.65
FALSE POSITIVE,0,0,1,0,114.45
FALSE POSITIVE,0,0,1,0,78.6
FALSE POSITIVE,1,1,0,1,0.64
FALSE POSITIVE,1,1,0,1,0.75
FALSE POSITIVE,0,0,1,0,52.93
CANDIDATE,0,0,0,0,32.19
CANDIDATE,0,0,0,0,1.87
FALSE POSITIVE,0,0,1,0,61.56
FALSE POSITIVE,0,0,1,0,112.28
FALSE POSITIVE,0,0,1,0,30.85
CANDIDATE,0,0,0,0,1.08
FALSE POSITIVE,0,0,1,1,1.13
FALSE POSITIVE,0,0,1,0,52.0
FALSE POSITIVE,0,0,1,0,96.85
FALSE POSITIVE,1,0,0,1,1.85
FALSE POSITIVE,0,0,1,0,62.69
FALSE POSITIVE,0,0,1,0,267.59
FALSE POSITIVE,0,0,1,0,57.56
FALSE POSITIVE,0,0,1,0,44.78
FALSE POSITIVE,1,0,1,1,28.44
FALSE POSITIVE,0,0,1,0,59.71
FALSE POSITIVE,0,0,1,0,68.65
FALSE POSITIVE,1,0,0,1,0.91
FALSE POSITIVE,0,0,1,0,110.46
FALSE POSITIVE,0,0,1,0,47.02
FALSE POSITIVE,1,1,1,1,28.22
CANDIDATE,0,0,0,0,0.84
CANDIDATE,0,0,0,0,1.55
FALSE POSITIVE,0,0,0,1,0.7
CANDIDATE,0,0,0,0,20.91
FALSE POSITIVE,0,0,1,0,191.42
FALSE POSITIVE,1,1,0,1,1.98
FALSE POSITIVE,0,0,1,0,55.69
FALSE POSITIVE,0,1,0,1,0.85
FALSE POSITIVE,0,0,1,0,45.2
FALSE POSITIVE,0,0,1,0,78.3
FALSE POSITIVE,0,0,1,0,110.91
FALSE POSITIVE,0,0,1,0,62.08
FALSE POSITIVE,0,0,1,0,157.82
FALSE POSITIVE,1,0,0,1,0.7
FALSE POSITIVE,0,0,1,0,81.1
FALSE POSITIVE,1,0,0,0,0.51
FALSE POSITIVE,0,0,1,0,138.54
CANDIDATE,0,0,0,0,1.17
FALSE POSITIVE,1,1,0,1,1.3
FALSE POSITIVE,1,1,0,0,1.66
FALSE POSITIVE,0,0,1,0,46.92
FALSE POSITIVE,0,0,1,0,68.52
FALSE POSITIVE,0,0,1,0,43.5
FALSE POSITIVE,0,0,1,0,89.71
FALSE POSITIVE,0,1,0,1,0.66
FALSE POSITIVE,0,1,0,0,99.05
FALSE POSITIVE,1,0,1,1,0.74
FALSE POSITIVE,0,0,1,0,49.53
FALSE POSITIVE,0,1,0,0,23.19
FALSE POSITIVE,0,1,0,0,91.26
FALSE POSITIVE,0,0,1,0,30.54
FALSE POSITIVE,0,0,1,0,61.04
CANDIDATE,0,0,0,0,1.08
FALSE POSITIVE,1,0,0,1,0.41
CANDIDATE,0,0,0,0,1.14
FALSE POSITIVE,0,0,1,0,67.43
FALSE POSITIVE,0,0,0,1,0.99
CANDIDATE,0,0,0,0,0.62
FALSE POSITIVE,0,0,1,0,50.28
FALSE POSITIVE,1,0,0,1,0.96
FALSE POSITIVE,1,0,0,1,28.37
FALSE POSITIVE,1,0,0,1,16.03
FALSE POSITIVE,1,0,0,1,0.67
CANDIDATE,0,0,0,0,1.18
FALSE POSITIVE,0,0,1,0,29.61
CANDIDATE,0,0,0,0,3.29
FALSE POSITIVE,0,0,1,0,32.62
FALSE POSITIVE,0,0,1,0,406.97
FALSE POSITIVE,1,0,1,1,18.93
FALSE POSITIVE,0,1,0,0,1.8
CANDIDATE,0,0,0,0,0.74
CANDIDATE,0,0,0,0,1.18
CANDIDATE,0,0,0,0,1.43
CANDIDATE,0,0,0,0,1.32
CANDIDATE,0,0,0,0,1.46
CANDIDATE,0,0,0,0,2.06
FALSE POSITIVE,0,0,1,0,84.49
FALSE POSITIVE,0,0,1,0,22.11
FALSE POSITIVE,1,0,1,0,0.89
FALSE POSITIVE,1,1,0,1,0.83
FALSE POSITIVE,1,0,0,0,1.01
FALSE POSITIVE,1,0,0,0,2.12
FALSE POSITIVE,0,0,1,0,51.97
FALSE POSITIVE,0,0,1,1,1.88
FALSE POSITIVE,1,1,0,1,8.43
FALSE POSITIVE,1,1,0,1,2.17
FALSE POSITIVE,0,0,0,1,1.02
FALSE POSITIVE,1,0,0,1,0.79
FALSE POSITIVE,1,0,0,0,1.08
FALSE POSITIVE,0,0,1,0,69.18
FALSE POSITIVE,1,0,0,0,0.78
FALSE POSITIVE,0,1,0,1,0.64
FALSE POSITIVE,0,1,0,1,0.77
FALSE POSITIVE,0,1,0,1,0.79
FALSE POSITIVE,1,0,0,1,1.29
FALSE POSITIVE,0,0,1,0,44.56
FALSE POSITIVE,0,0,1,0,74.23
FALSE POSITIVE,0,1,0,0,105.82
FALSE POSITIVE,0,0,1,0,42.58
FALSE POSITIVE,0,0,1,0,42.05
FALSE POSITIVE,1,0,0,1,0.68
CANDIDATE,0,0,0,0,0.93
FALSE POSITIVE,0,0,1,0,59.24
CANDIDATE,0,0,0,0,1.17
FALSE POSITIVE,0,0,1,0,28.69
FALSE POSITIVE,0,0,1,0,20.51
FALSE POSITIVE,0,0,1,0,88.52
FALSE POSITIVE,0,0,1,0,90.93
FALSE POSITIVE,0,1,0,0,25.44
FALSE POSITIVE,0,0,1,0,31.39
FALSE POSITIVE,0,0,1,0,45.9
FALSE POSITIVE,0,0,1,0,28.97
FALSE POSITIVE,0,0,1,0,188.89
CANDIDATE,0,0,0,0,3.45
FALSE POSITIVE,0,0,1,0,17.21
FALSE POSITIVE,0,0,1,0,151.56
CANDIDATE,0,0,0,0,1.8
CANDIDATE,0,0,0,0,2.98
FALSE POSITIVE,0,0,1,1,89.62
FALSE POSITIVE,0,0,1,0,31.35
CANDIDATE,0,0,0,0,0.83
FALSE POSITIVE,0,1,0,0,1.96
FALSE POSITIVE,0,1,0,0,27.04
FALSE POSITIVE,1,0,0,0,10.23
