koi_pdisposition,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad,koi_depth,koi_teq,koi_impact,koi_insol,koi_model_snr
CANDIDATE,0,0,0,0,2.76,646.7,711.0,0.766,60.35,125.8
CANDIDATE,0,0,0,0,1.78,251.8,1219.0,0.191,522.81,35.4
CANDIDATE,0,0,0,0,2.31,239.7,693.0,0.618,54.56,28.4
FALSE POSITIVE,1,0,0,1,1.84,50.4,2551.0,0.56,10025.53,22.9
CANDIDATE,0,0,0,0,1.34,155.9,1236.0,0.906,552.42,19.9
CANDIDATE,0,0,0,0,0.98,169.9,617.0,0.268,34.32,22.6
FALSE POSITIVE,1,0,0,1,0.69,57.6,1525.0,0.152,1284.58,13.9
FALSE POSITIVE,1,0,0,0,3.99,47.1,2580.0,0.628,10473.57,22.2
CANDIDATE,0,0,0,0,1.15,141.3,1655.0,0.218,1776.99,17.2
CANDIDATE,0,0,0,0,0.89,66.0,1887.0,0.2,2993.7,15.9
CANDIDATE,0,0,0,0,2.07,298.9,844.0,0.785,120.25,82.0
CANDIDATE,0,0,0,0,0.7,33.5,1311.0,0.021,699.15,12.2
CANDIDATE,0,0,0,0,0.93,76.4,1507.0,0.362,1220.49,13.6
CANDIDATE,0,0,0,0,1.78,201.8,786.0,0.125,90.43,19.7
CANDIDATE,0,0,0,0,1.42,115.9,1064.0,0.608,303.08,12.8
CANDIDATE,0,0,0,0,1.61,206.4,551.0,0.016,21.82,16.9
CANDIDATE,0,0,0,0,1.48,108.7,2291.0,0.102,6514.57,79.7
FALSE POSITIVE,1,0,0,1,131.4,316.6,10634.0,0.029,3036857.56,47.7
CANDIDATE,0,0,0,0,1.93,425.8,895.0,0.807,151.55,20.8
CANDIDATE,0,0,0,0,1.26,65.7,1211.0,0.751,507.81,30.7
CANDIDATE,0,0,0,0,3.52,700.1,564.0,0.923,24.0,27.9
CANDIDATE,0,0,0,0,1.94,296.3,636.0,0.562,38.62,20.0
CANDIDATE,0,0,0,0,0.7,25.9,1668.0,0.098,1831.55,22.1
FALSE POSITIVE,1,1,0,0,2.15,531.4,2013.0,0.393,3879.31,32.0
FALSE POSITIVE,0,0,1,0,2.7,354.6,1477.0,0.965,1127.68,37.6
CANDIDATE,0,0,0,0,1.65,231.3,2047.0,0.006,4163.14,23.2
FALSE POSITIVE,1,0,0,1,0.4,31.7,1249.0,0.37,574.99,26.1
FALSE POSITIVE,0,1,0,0,0.34,24.3,516.0,0.285,16.7,14.0
CANDIDATE,0,0,0,0,2.2,740.7,737.0,0.051,69.81,17.5
CANDIDATE,0,0,0,0,1.43,98.8,1543.0,0.008,1341.9,19.3
FALSE POSITIVE,1,0,0,1,2.11,297.5,979.0,0.974,216.41,14.3
CANDIDATE,0,0,0,0,1.98,567.8,699.0,0.052,56.45,17.5
CANDIDATE,0,0,0,0,2.25,702.2,580.0,0.441,26.68,17.0
CANDIDATE,0,0,0,0,1.56,193.0,513.0,0.157,16.35,20.8
FALSE POSITIVE,1,0,1,1,28.17,906.8,863.0,1.236,131.35,22.2
CANDIDATE,0,0,0,0,2.52,861.3,625.0,0.094,36.14,16.0
FALSE POSITIVE,0,1,0,0,1.45,84.6,977.0,0.012,214.98,35.2
CANDIDATE,0,0,0,0,1.51,129.3,1140.0,0.79,399.43,20.1
CANDIDATE,0,0,0,0,1.44,136.0,931.0,0.52,177.7,17.4
CANDIDATE,0,0,0,0,1.21,100.4,1311.0,0.193,699.45,18.6
CANDIDATE,0,0,0,0,1.27,110.8,1006.0,0.12,241.79,15.3
CANDIDATE,0,0,0,0,1.68,117.3,1196.0,0.03,483.06,32.3
CANDIDATE,0,0,0,0,1.83,107.8,900.0,0.924,155.37,60.8
CANDIDATE,0,0,0,0,0.6,98.5,1212.0,0.232,507.47,23.0
FALSE POSITIVE,1,0,0,1,1.24,106.0,2564.0,0.562,10196.42,26.0
FALSE POSITIVE,1,0,1,1,1.24,109.0,1406.0,0.628,925.14,22.2
CANDIDATE,0,0,0,0,1.06,33.4,1194.0,0.944,479.87,24.4
CANDIDATE,0,0,0,0,1.39,165.5,807.0,0.14,100.37,15.1
CANDIDATE,0,0,0,0,1.15,114.3,1059.0,0.008,296.73,14.4
FALSE POSITIVE,1,0,0,0,0.91,135.8,1077.0,0.211,318.23,16.2
FALSE POSITIVE,1,0,0,1,0.91,225.4,654.0,0.006,43.13,36.9
FALSE POSITIVE,1,0,0,0,1.37,320.8,836.0,0.604,115.35,17.7
FALSE POSITIVE,1,0,0,0,1.3,135.0,2385.0,0.395,7620.01,21.6
CANDIDATE,0,0,0,0,1.89,331.6,634.0,0.022,38.1,16.2
CANDIDATE,0,0,0,0,2.04,731.3,455.0,0.973,10.1,17.5
FALSE POSITIVE,1,0,1,0,1.6,52.3,2472.0,0.211,8804.6,15.8
CANDIDATE,0,0,0,0,6.08,1418.6,769.0,0.5,82.7,244.7
CANDIDATE,0,0,0,0,2.58,403.0,1403.0,0.962,917.15,30.7
FALSE POSITIVE,1,0,0,1,29.28,108.2,2947.0,1.158,17924.29,30.8
FALSE POSITIVE,0,0,1,0,51.02,193.8,3434.0,1.161,33039.47,48.3
FALSE POSITIVE,1,0,1,1,2.29,73.8,3156.0,0.309,23533.0,20.3
FALSE POSITIVE,1,0,1,1,1.75,266.3,670.0,0.722,47.76,27.6
CANDIDATE,0,0,0,0,0.53,32.1,1278.0,0.256,632.62,15.9
FALSE POSITIVE,1,0,0,0,1.01,89.9,1375.0,0.087,846.09,15.3
CANDIDATE,0,0,0,0,0.78,47.5,1701.0,0.248,1977.35,20.6
CANDIDATE,0,0,0,0,1.55,99.7,670.0,0.656,47.52,28.8
CANDIDATE,0,0,0,0,1.42,77.8,968.0,0.02,207.64,29.5
CANDIDATE,0,0,0,0,1.08,127.5,1042.0,0.173,279.21,16.7
CANDIDATE,0,0,0,0,1.13,189.0,956.0,0.224,197.66,16.2
CANDIDATE,0,0,0,0,1.22,195.5,1873.0,0.202,2909.21,20.0
FALSE POSITIVE,1,1,0,0,2.72,1148.4,281.0,0.935,1.47,16.1
FALSE POSITIVE,1,0,0,0,1.89,404.8,899.0,0.203,154.46,14.6
CANDIDATE,0,0,0,0,2.31,551.7,493.0,0.908,14.0,19.5
CANDIDATE,0,0,0,0,1.99,37.7,1389.0,0.915,879.94,18.4
CANDIDATE,0,0,0,0,1.96,252.5,831.0,0.795,112.85,28.4
CANDIDATE,0,0,0,0,1.31,106.2,1214.0,0.203,513.68,26.2
FALSE POSITIVE,1,0,0,0,1.64,352.0,1319.0,0.42,716.79,21.8
CANDIDATE,0,0,0,0,1.38,85.4,1194.0,0.014,480.26,33.8
CANDIDATE,0,0,0,0,2.07,147.8,604.0,0.85,31.45,20.0
FALSE POSITIVE,1,0,0,0,1.92,105.1,2967.0,0.283,18259.79,30.3
CANDIDATE,0,0,0,0,1.53,118.7,917.0,0.044,167.41,62.1
FALSE POSITIVE,1,0,1,0,1.38,206.3,941.0,0.71,185.17,20.7
FALSE POSITIVE,1,0,1,1,23.92,215.6,2420.0,1.169,8123.02,34.5
CANDIDATE,0,0,0,0,0.8,145.3,1102.0,0.24,348.9,14.8
FALSE POSITIVE,0,0,1,0,1.4,264.7,1505.0,0.961,1203.14,20.3
CANDIDATE,0,0,0,0,2.1,855.9,525.0,0.744,17.92,19.3
FALSE POSITIVE,1,0,0,1,0.64,51.4,1230.0,0.696,540.34,15.1
FALSE POSITIVE,1,0,1,0,0.99,193.6,562.0,0.249,23.53,11.5
CANDIDATE,0,0,0,0,1.24,249.9,1564.0,0.454,1419.46,21.2
CANDIDATE,0,0,0,0,2.17,529.4,978.0,0.614,215.95,55.1
CANDIDATE,0,0,0,0,1.0,109.2,1659.0,0.648,1797.63,19.2
FALSE POSITIVE,1,0,0,0,10.65,1651.9,467.0,0.891,11.24,102.7
CANDIDATE,0,0,0,0,9.91,1627.7,354.0,0.947,3.73,92.3
CANDIDATE,0,0,0,0,2.25,461.4,1012.0,0.932,247.8,40.2
CANDIDATE,0,0,0,0,1.89,118.4,1125.0,0.828,379.3,21.0
CANDIDATE,0,0,0,0,1.45,190.1,772.0,0.969,84.01,17.4
CANDIDATE,0,0,0,0,3.45,857.2,1005.0,0.951,241.25,20.3
CANDIDATE,0,0,0,0,1.33,280.9,1787.0,0.307,2412.15,26.3
CANDIDATE,0,0,0,0,2.39,885.4,577.0,0.901,26.22,23.1
CANDIDATE,0,0,0,0,2.61,498.7,466.0,0.851,11.12,28.6
CANDIDATE,0,0,0,0,14.81,134.4,5173.0,0.459,168689.02,16.1
FALSE POSITIVE,1,0,0,0,0.56,52.8,1421.0,0.341,964.53,20.6
CANDIDATE,0,0,0,0,1.38,286.0,1448.0,0.401,1040.23,18.9
CANDIDATE,0,0,0,0,1.35,316.9,1714.0,0.367,2030.16,21.0
CANDIDATE,0,0,0,0,1.29,62.9,843.0,0.291,119.6,20.4
FALSE POSITIVE,1,0,1,1,13.89,128.1,3219.0,1.027,25489.88,40.6
FALSE POSITIVE,1,0,0,1,25.01,270.4,1149.0,1.201,411.58,45.6
CANDIDATE,0,0,0,0,29.64,8067.0,651.0,0.917,42.53,48.5
FALSE POSITIVE,0,0,1,0,96.99,1472.0,2089.0,1.242,4503.26,52.5
FALSE POSITIVE,0,0,1,0,23.4,3058.0,624.0,1.226,35.81,7.7
CANDIDATE,0,0,0,0,6.01,5038.1,295.0,0.804,1.8,73.2
CANDIDATE,0,0,0,0,2.07,618.7,539.0,0.771,20.01,11.4
FALSE POSITIVE,0,0,1,0,54.6,65744.0,891.0,1.118,148.92,86.1
FALSE POSITIVE,1,1,0,0,1.46,64.0,2959.0,0.028,18152.32,40.9
FALSE POSITIVE,1,0,1,0,1.04,178.4,1731.0,0.281,2129.33,43.0
CANDIDATE,0,0,0,0,1.98,294.9,879.0,0.151,140.75,25.3
FALSE POSITIVE,1,0,1,0,0.97,85.6,1601.0,0.594,1548.86,21.5
FALSE POSITIVE,1,0,0,0,2.02,417.2,695.0,0.683,55.07,23.3
CANDIDATE,0,0,0,0,1.86,170.9,661.0,0.309,45.09,61.2
CANDIDATE,0,0,0,0,1.22,191.4,1177.0,0.009,452.27,16.5
CANDIDATE,0,0,0,0,3.33,1347.3,404.0,0.001,6.33,14.4
CANDIDATE,0,0,0,0,1.94,441.4,1063.0,0.704,302.6,20.9
FALSE POSITIVE,1,0,1,1,0.92,72.2,1607.0,0.391,1582.75,19.2
FALSE POSITIVE,1,0,1,1,1.36,290.6,728.0,0.029,66.5,20.9
CANDIDATE,0,0,0,0,1.27,204.0,786.0,0.129,90.1,14.0
FALSE POSITIVE,1,0,0,1,1.77,540.3,1433.0,0.001,998.07,65.2
FALSE POSITIVE,1,0,0,0,31.06,75.7,2339.0,1.181,7064.38,47.4
CANDIDATE,0,0,0,0,4.49,3252.5,321.0,0.046,2.51,110.9
FALSE POSITIVE,0,0,0,1,6.47,215.7,2866.0,0.985,15977.28,21.2
FALSE POSITIVE,1,0,1,0,1.88,2154.4,528.0,0.931,18.32,58.0
CANDIDATE,0,0,0,0,3.43,1953.4,215.0,0.808,0.5,69.3
CANDIDATE,0,0,0,0,0.74,59.5,1455.0,0.7,1056.84,14.2
FALSE POSITIVE,0,0,0,1,1.49,43.8,2927.0,0.662,17302.11,27.3
FALSE POSITIVE,0,0,0,1,2.51,224.6,818.0,0.744,105.78,36.0
CANDIDATE,0,0,0,0,1.32,220.7,728.0,0.432,66.33,21.4
CANDIDATE,0,0,0,0,4.85,899.7,428.0,0.797,7.95,26.7
CANDIDATE,0,0,0,0,2.18,572.1,710.0,0.033,60.08,26.9
FALSE POSITIVE,0,0,0,1,3.18,518.0,1594.0,0.989,1528.26,55.5
FALSE POSITIVE,1,0,1,1,1.67,316.7,1484.0,0.508,1151.45,19.8
FALSE POSITIVE,1,1,0,0,1.18,100.2,2241.0,0.626,5972.52,34.5
FALSE POSITIVE,1,0,1,0,0.23,348.6,345.0,0.551,3.36,18.0
CANDIDATE,0,0,0,0,1.21,207.2,827.0,0.56,110.22,12.6
FALSE POSITIVE,1,0,0,0,23.09,809.4,2053.0,1.209,4190.91,91.9
CANDIDATE,0,0,0,0,2.44,594.0,649.0,0.245,42.01,15.8
CANDIDATE,0,0,0,0,2.4,203.1,910.0,0.032,161.97,77.3
CANDIDATE,0,0,0,0,1.54,328.5,915.0,0.018,165.58,13.2
CANDIDATE,0,0,0,0,2.08,649.0,423.0,0.688,7.59,17.1
CANDIDATE,0,0,0,0,2.26,220.5,939.0,0.58,183.68,106.7
FALSE POSITIVE,0,0,1,0,40.73,24384.0,717.0,0.594,62.49,721.9
CANDIDATE,0,0,0,0,5.15,7680.0,625.0,0.016,36.05,78.0
CANDIDATE,0,0,0,0,6.98,4899.0,301.0,0.917,1.93,48.0
CANDIDATE,0,0,0,0,2.04,432.3,1046.0,0.857,283.23,20.8
FALSE POSITIVE,1,0,1,0,45.24,2271.5,585.0,1.276,27.66,30.0
CANDIDATE,0,0,0,0,1.55,378.7,809.0,0.232,101.27,20.1
CANDIDATE,0,0,0,0,2.61,224.7,793.0,0.305,93.34,28.2
CANDIDATE,0,0,0,0,2.17,134.3,1260.0,0.692,596.37,17.7
FALSE POSITIVE,1,0,0,0,1.1,37.5,2627.0,0.323,11199.46,29.0
CANDIDATE,0,0,0,0,2.92,1262.1,369.0,0.406,4.36,23.2
CANDIDATE,0,0,0,0,1.77,150.2,987.0,0.535,224.63,20.0
CANDIDATE,0,0,0,0,2.48,339.8,590.0,0.034,28.6,53.9
CANDIDATE,0,0,0,0,5.92,360.7,933.0,0.325,178.81,35.3
FALSE POSITIVE,1,0,1,0,1.88,54.3,3320.0,0.792,28727.59,22.8
FALSE POSITIVE,1,0,0,0,0.81,179.1,1357.0,0.231,807.27,22.3
FALSE POSITIVE,1,0,0,0,1.84,314.2,723.0,0.489,64.73,13.1
CANDIDATE,0,0,0,0,2.23,116.4,959.0,0.887,200.1,30.0
FALSE POSITIVE,1,0,0,0,3.33,117.5,1024.0,0.745,259.71,14.6
CANDIDATE,0,0,0,0,3.05,2141.1,283.0,0.063,1.52,62.8
FALSE POSITIVE,0,0,1,0,2.45,945.6,1513.0,0.197,1244.66,45.6
CANDIDATE,0,0,0,0,1.0,171.9,755.0,0.876,77.0,36.9
CANDIDATE,0,0,0,0,0.99,150.5,536.0,0.918,19.47,22.9
CANDIDATE,0,0,0,0,1.01,177.1,636.0,0.871,38.68,29.1
CANDIDATE,0,0,0,0,11.12,2500.9,481.0,0.04,12.65,37.1
CANDIDATE,0,0,0,0,2.47,860.5,437.0,0.909,8.64,20.2
FALSE POSITIVE,1,0,0,1,1.77,111.1,1479.0,0.45,1132.21,62.8
FALSE POSITIVE,1,0,0,0,0.87,36.5,1957.0,0.819,3450.59,16.9
CANDIDATE,0,0,0,0,1.05,64.8,2124.0,0.243,4811.82,21.6
CANDIDATE,0,0,0,0,0.89,92.8,1061.0,0.462,299.19,16.6
CANDIDATE,0,0,0,0,1.48,46.1,2223.0,0.403,5787.99,12.5
CANDIDATE,0,0,0,0,2.35,1209.3,248.0,0.49,0.89,20.0
CANDIDATE,0,0,0,0,1.37,691.2,606.0,0.118,31.73,22.5
CANDIDATE,0,0,0,0,1.22,278.0,988.0,0.03,225.15,18.2
CANDIDATE,0,0,0,0,1.8,156.9,424.0,0.325,7.63,11.2
FALSE POSITIVE,1,0,0,0,1.39,256.2,1554.0,0.405,1382.04,19.7
FALSE POSITIVE,0,0,0,1,1.48,224.2,1704.0,0.528,1996.55,20.3
CANDIDATE,0,0,0,0,2.57,233.9,525.0,0.001,17.96,47.9
CANDIDATE,0,0,0,0,1.8,468.3,608.0,0.25,32.23,19.7
CANDIDATE,0,0,0,0,1.7,343.3,1541.0,0.696,1329.99,53.6
CANDIDATE,0,0,0,0,1.83,402.4,777.0,0.687,86.27,25.8
CANDIDATE,0,0,0,0,1.34,106.1,1009.0,0.16,244.59,48.7
CANDIDATE,0,0,0,0,20.23,1156.0,1147.0,1.178,408.12,13.2
CANDIDATE,0,0,0,0,9.1,950.5,727.0,0.775,65.96,54.6
CANDIDATE,0,0,0,0,5.8,360.5,940.0,0.851,184.67,27.0
CANDIDATE,0,0,0,0,0.74,58.2,1642.0,0.259,1715.26,23.7
CANDIDATE,0,0,0,0,0.8,69.1,879.0,0.564,141.04,21.3
CANDIDATE,0,0,0,0,1.11,104.7,2174.0,0.448,5246.66,26.5
CANDIDATE,0,0,0,0,2.56,868.5,267.0,0.025,1.2,26.7
CANDIDATE,0,0,0,0,19.25,1104.0,555.0,0.028,22.41,99.9
CANDIDATE,0,0,0,0,2.88,133.5,1299.0,0.784,672.06,24.3
CANDIDATE,0,0,0,0,0.92,70.9,969.0,0.018,208.61,17.4
CANDIDATE,0,0,0,0,0.81,54.3,1137.0,0.03,395.06,15.5
CANDIDATE,0,0,0,0,2.5,327.0,698.0,0.512,55.98,69.7
CANDIDATE,0,0,0,0,1.27,525.1,783.0,0.338,88.91,19.8
FALSE POSITIVE,1,1,0,1,2.75,449.4,830.0,0.967,111.92,72.0
FALSE POSITIVE,1,0,0,0,1.68,221.8,2152.0,0.14,5053.02,21.9
CANDIDATE,0,0,0,0,0.84,40.9,1423.0,0.242,969.05,17.2
CANDIDATE,0,0,0,0,0.98,71.6,998.0,0.944,234.93,15.7
FALSE POSITIVE,1,0,0,0,87.08,304.4,1654.0,1.139,1770.84,33.1
CANDIDATE,0,0,0,0,3.39,866.7,446.0,0.015,9.37,64.6
CANDIDATE,0,0,0,0,1.49,378.4,1796.0,0.05,2473.19,50.4
CANDIDATE,0,0,0,0,1.12,358.1,1127.0,0.79,380.16,29.9
FALSE POSITIVE,1,0,0,0,4.79,1670.0,639.0,0.934,39.45,10.2
CANDIDATE,0,0,0,0,1.01,155.6,1417.0,0.287,951.61,22.9
CANDIDATE,0,0,0,0,2.69,688.5,356.0,0.942,3.79,21.6
FALSE POSITIVE,1,0,1,0,2.23,648.6,1337.0,0.48,753.4,35.9
CANDIDATE,0,0,0,0,1.36,98.4,1407.0,0.531,926.89,52.5
CANDIDATE,0,0,0,0,2.51,1275.4,241.0,0.703,0.8,29.3
CANDIDATE,0,0,0,0,2.33,202.0,1209.0,0.914,504.79,71.6
CANDIDATE,0,0,0,0,1.32,75.2,975.0,0.824,213.39,21.9
CANDIDATE,0,0,0,0,7.61,776.2,1095.0,0.746,339.33,88.0
CANDIDATE,0,0,0,0,2.78,755.6,467.0,0.009,11.28,120.1
CANDIDATE,0,0,0,0,2.14,597.8,839.0,0.005,117.11,102.2
FALSE POSITIVE,1,0,1,1,1.84,371.4,894.0,0.976,150.81,59.9
FALSE POSITIVE,1,0,1,1,1.47,175.6,1059.0,0.748,297.14,37.0
CANDIDATE,0,0,0,0,1.41,209.7,1181.0,0.31,460.67,51.6
FALSE POSITIVE,0,0,1,0,14.93,20083.0,810.0,0.189,101.92,2707.7
FALSE POSITIVE,1,0,1,1,38.29,677.9,1587.0,1.217,1499.89,102.8
FALSE POSITIVE,1,0,0,0,1.65,36.9,2824.0,0.732,15018.33,13.9
CANDIDATE,0,0,0,0,1.47,166.4,782.0,0.895,88.34,11.9
CANDIDATE,0,0,0,0,1.12,45.4,1616.0,0.403,1611.51,16.0
CANDIDATE,0,0,0,0,1.39,714.3,244.0,0.004,0.84,15.4
FALSE POSITIVE,1,0,0,1,1.66,222.9,1521.0,0.755,1264.56,21.6
CANDIDATE,0,0,0,0,3.0,1179.9,287.0,0.021,1.6,16.5
FALSE POSITIVE,1,0,0,0,0.68,68.9,882.0,0.095,143.26,15.4
FALSE POSITIVE,0,1,0,0,0.46,32.2,1461.0,0.004,1081.5,19.4
FALSE POSITIVE,0,0,1,0,85.64,54518.0,1996.0,1.116,3760.06,1513.2
CANDIDATE,0,0,0,0,1.16,161.6,1132.0,0.106,389.41,13.3
CANDIDATE,0,0,0,0,3.63,425.9,975.0,0.658,213.84,167.6
CANDIDATE,0,0,0,0,0.88,106.1,1671.0,0.241,1846.35,12.2
CANDIDATE,0,0,0,0,0.46,27.1,969.0,0.243,208.54,5.2
CANDIDATE,0,0,0,0,1.51,440.4,810.0,0.246,101.65,79.7
CANDIDATE,0,0,0,0,2.14,677.1,532.0,0.425,18.87,35.6
CANDIDATE,0,0,0,0,1.78,204.9,711.0,0.914,60.37,39.0
CANDIDATE,0,0,0,0,5.64,1298.8,1445.0,0.026,1033.07,350.6
CANDIDATE,0,0,0,0,2.16,628.8,385.0,0.02,5.2,135.4
CANDIDATE,0,0,0,0,23.23,3751.5,777.0,0.838,86.18,384.0
CANDIDATE,0,0,0,0,4.52,2125.4,570.0,0.04,24.94,324.3
FALSE POSITIVE,0,0,1,0,18.6,7296.6,761.0,0.715,79.11,2217.1
CANDIDATE,0,0,0,0,1.59,112.7,1253.0,0.622,583.47,27.4
FALSE POSITIVE,1,0,0,0,1.69,66.0,2539.0,0.524,9816.28,20.2
CANDIDATE,0,0,0,0,19.39,232.6,1084.0,1.193,326.2,14.6
CANDIDATE,0,0,0,0,0.9,43.9,1397.0,0.026,900.38,15.4
CANDIDATE,0,0,0,0,1.02,77.4,982.0,0.494,220.05,31.0
CANDIDATE,0,0,0,0,0.67,47.4,1391.0,0.256,883.43,11.9
CANDIDATE,0,0,0,0,1.05,362.7,601.0,0.725,30.84,15.9
CANDIDATE,0,0,0,0,1.62,262.4,769.0,0.106,82.56,13.5
FALSE POSITIVE,1,0,0,0,1.91,256.2,1212.0,0.163,510.79,15.4
CANDIDATE,0,0,0,0,1.74,120.1,629.0,0.984,37.12,14.3
CANDIDATE,0,0,0,0,1.25,153.1,1212.0,0.213,508.75,13.1
CANDIDATE,0,0,0,0,1.18,102.7,1107.0,0.833,354.82,36.9
CANDIDATE,0,0,0,0,3.72,684.5,646.0,0.895,41.06,52.5
FALSE POSITIVE,1,0,0,0,0.53,60.8,1083.0,0.35,324.97,21.7
CANDIDATE,0,0,0,0,2.06,243.4,951.0,0.359,193.48,54.8
CANDIDATE,0,0,0,0,1.59,114.6,1046.0,0.571,283.38,24.1
CANDIDATE,0,0,0,0,3.61,408.9,709.0,0.391,59.6,112.2
CANDIDATE,0,0,0,0,5.73,3977.0,791.0,0.538,92.39,40.2
CANDIDATE,0,0,0,0,2.17,129.8,873.0,0.748,137.23,32.9
FALSE POSITIVE,0,1,0,0,17.14,1590.0,339.0,0.959,3.11,49.7
FALSE POSITIVE,0,1,0,0,10.02,7841.6,388.0,0.471,5.35,150.4
FALSE POSITIVE,1,0,0,0,2.78,389.2,517.0,0.97,16.87,17.3
CANDIDATE,0,0,0,0,1.52,172.8,1194.0,0.317,478.98,16.1
CANDIDATE,0,0,0,0,1.9,91.1,1107.0,0.434,355.29,15.0
FALSE POSITIVE,1,0,0,0,0.78,52.6,2129.0,0.447,4863.18,12.4
CANDIDATE,0,0,0,0,1.25,185.0,1231.0,0.46,544.05,14.1
CANDIDATE,0,0,0,0,0.87,43.2,851.0,0.929,123.89,15.1
CANDIDATE,0,0,0,0,0.73,32.7,1026.0,0.889,262.26,14.7
CANDIDATE,0,0,0,0,0.72,32.0,945.0,0.886,188.7,13.0
FALSE POSITIVE,1,0,0,1,19.88,225.3,1703.0,1.174,1983.27,28.1
FALSE POSITIVE,1,0,1,1,8.02,4303.5,811.0,0.914,102.12,85.0
CANDIDATE,0,0,0,0,2.31,195.0,781.0,0.035,88.1,67.5
CANDIDATE,0,0,0,0,1.94,220.8,847.0,0.115,121.53,46.4
CANDIDATE,0,0,0,0,2.1,567.2,568.0,0.785,24.66,81.8
CANDIDATE,0,0,0,0,1.5,345.5,742.0,0.51,71.51,76.8
CANDIDATE,0,0,0,0,1.42,756.0,402.0,0.545,6.17,112.8
CANDIDATE,0,0,0,0,1.24,598.3,338.0,0.32,3.1,57.4
CANDIDATE,0,0,0,0,1.18,54.6,1204.0,0.379,496.46,11.5
CANDIDATE,0,0,0,0,2.32,663.4,345.0,0.023,3.33,85.8
CANDIDATE,0,0,0,0,2.85,659.1,355.0,0.004,3.77,92.9
FALSE POSITIVE,1,0,1,1,121.48,4467.8,624.0,1.902,35.87,99.6
FALSE POSITIVE,1,0,1,0,2.99,515.2,1966.0,0.853,3523.63,53.1
FALSE POSITIVE,0,1,0,0,7.74,6660.5,661.0,0.169,45.05,577.1
CANDIDATE,0,0,0,0,1.21,171.5,1007.0,0.53,243.06,11.5
CANDIDATE,0,0,0,0,1.84,518.0,661.0,0.016,45.19,13.8
CANDIDATE,0,0,0,0,1.35,237.4,1033.0,0.061,269.57,15.2
CANDIDATE,0,0,0,0,1.85,136.5,451.0,0.983,9.76,12.2
FALSE POSITIVE,1,0,0,0,1.45,472.0,480.0,0.569,12.56,14.5
CANDIDATE,0,0,0,0,1.73,206.1,797.0,0.894,95.22,14.3
CANDIDATE,0,0,0,0,1.04,116.4,887.0,0.97,146.4,12.8
FALSE POSITIVE,0,1,0,1,15.95,245.4,891.0,1.138,148.61,14.0
CANDIDATE,0,0,0,0,0.59,137.6,443.0,0.061,9.07,22.0
CANDIDATE,0,0,0,0,2.03,937.6,408.0,0.001,6.54,90.8
CANDIDATE,0,0,0,0,2.62,547.1,752.0,0.009,75.61,123.2
CANDIDATE,0,0,0,0,2.63,551.4,350.0,0.004,3.53,50.9
CANDIDATE,0,0,0,0,2.11,264.9,972.0,0.826,210.72,43.6
CANDIDATE,0,0,1,0,10.35,1151.8,2005.0,0.925,3822.26,30.1
FALSE POSITIVE,1,0,1,1,32.92,363.3,1419.0,1.157,958.29,33.0
FALSE POSITIVE,1,0,0,0,2.78,272.7,1264.0,0.163,603.71,49.1
CANDIDATE,0,0,0,0,1.83,114.0,837.0,0.429,115.86,12.9
CANDIDATE,0,0,0,0,1.36,311.6,789.0,0.454,91.45,11.9
FALSE POSITIVE,0,0,0,1,1.06,163.5,1461.0,0.463,1076.99,16.5
CANDIDATE,0,0,0,0,2.24,329.8,638.0,0.922,39.11,11.0
CANDIDATE,0,0,0,0,1.35,159.8,919.0,0.739,168.14,11.1
FALSE POSITIVE,1,0,0,0,1.67,214.6,1037.0,0.593,273.05,15.6
CANDIDATE,0,0,0,0,1.86,429.3,901.0,0.253,155.72,17.8
CANDIDATE,0,0,0,0,1.79,151.0,1049.0,0.403,285.79,14.1
CANDIDATE,0,0,0,0,1.23,134.9,1199.0,0.3,488.22,12.4
CANDIDATE,0,0,0,0,0.66,35.5,1199.0,0.367,488.23,11.4
CANDIDATE,0,0,0,0,3.02,463.2,803.0,0.017,98.36,92.7
CANDIDATE,0,0,0,0,8.56,1388.2,761.0,0.905,79.08,46.1
CANDIDATE,0,0,0,0,10.02,1817.3,703.0,0.904,57.8,286.0
FALSE POSITIVE,1,1,0,0,26.26,123.9,1249.0,1.209,575.43,46.3
CANDIDATE,0,0,0,0,1.41,185.4,1302.0,0.694,679.12,97.0
CANDIDATE,0,0,0,0,7.14,960.8,1441.0,0.952,1020.05,380.8
FALSE POSITIVE,1,0,1,0,1.55,419.0,951.0,0.25,193.55,66.6
FALSE POSITIVE,1,0,1,0,1.43,283.3,1577.0,0.107,1469.16,64.7
FALSE POSITIVE,1,0,1,1,74.69,478.4,865.0,1.228,132.4,57.0
CANDIDATE,0,0,0,0,2.98,275.8,689.0,0.947,53.18,29.3
CANDIDATE,0,0,0,0,1.33,76.5,953.0,0.709,194.9,12.2
CANDIDATE,0,0,0,0,1.19,195.9,840.0,0.265,117.65,12.2
CANDIDATE,0,0,0,0,1.31,217.9,1846.0,0.319,2754.93,18.1
FALSE POSITIVE,0,0,1,0,1.21,148.8,921.0,0.744,169.77,20.4
CANDIDATE,0,0,0,0,1.66,859.5,291.0,0.881,1.7,15.1
CANDIDATE,0,0,0,0,1.41,311.4,1230.0,0.019,541.53,11.3
