koi_pdisposition,koi_fpflag_co,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_ec,koi_prad,koi_depth,koi_teq,koi_impact,koi_insol,koi_model_snr
CANDIDATE,0,0,0,0,1.51,323.3,1374.0,0.036,843.8,53.3
CANDIDATE,0,0,0,0,23.28,38731.0,997.0,1.197,235.63,236.8
FALSE POSITIVE,0,1,0,0,82.26,1651.3,1177.0,1.415,453.61,38.2
FALSE POSITIVE,0,1,0,0,62.38,257620.0,1963.0,0.67,3497.4,453.9
FALSE POSITIVE,1,0,0,0,2.58,318.1,2740.0,0.103,13264.33,8.5
FALSE POSITIVE,0,0,1,0,115.31,458460.0,1853.0,0.959,2796.38,437.1
FALSE POSITIVE,0,0,1,0,108.54,653.2,1180.0,1.2,458.92,38.4
FALSE POSITIVE,1,0,1,1,85.84,1235.3,1713.0,1.027,2033.61,41.9
FALSE POSITIVE,0,0,1,0,5.19,1478.0,1515.0,0.979,1241.92,93.8
CANDIDATE,0,0,0,0,1.0,56.1,2024.0,0.005,3973.86,18.9
FALSE POSITIVE,0,0,1,0,27.47,8611.0,1190.0,1.185,475.37,42.6
FALSE POSITIVE,0,0,1,0,46.38,27559.0,333.0,1.189,2.91,293.8
FALSE POSITIVE,0,0,1,0,46.33,11539.0,332.0,1.266,2.87,224.5
FALSE POSITIVE,0,0,1,0,77.18,273310.0,921.0,0.522,169.73,206.3
CANDIDATE,0,0,0,0,0.72,85.3,788.0,0.489,90.91,8.1
FALSE POSITIVE,0,1,0,0,21.42,452.3,1286.0,0.02,645.68,8.3
FALSE POSITIVE,0,0,1,0,106.66,37879.0,2869.0,1.157,15978.36,510.0
FALSE POSITIVE,1,0,1,1,40.83,3007.6,1233.0,1.306,547.94,193.4
FALSE POSITIVE,0,0,1,0,146.63,877.0,1998.0,1.25,3768.37,7.6
FALSE POSITIVE,1,0,0,0,31.39,1392.4,1513.0,1.312,1237.97,129.3
FALSE POSITIVE,0,1,0,0,1.53,182.3,749.0,0.634,74.47,7.1
FALSE POSITIVE,0,0,1,0,22.76,1391.1,1348.0,1.257,781.99,46.1
FALSE POSITIVE,0,0,1,0,54.23,114530.0,2227.0,0.946,5820.72,263.1
CANDIDATE,0,0,0,0,0.44,35.6,1087.0,0.394,329.49,11.1
CANDIDATE,0,0,0,0,95.19,408.1,2573.0,1.24,10360.38,36.3
FALSE POSITIVE,0,0,1,0,9.69,6951.0,468.0,0.873,11.3,57.7
FALSE POSITIVE,0,0,1,0,25.41,4863.0,211.0,1.323,0.47,34.5
CANDIDATE,0,0,0,0,1.5,234.9,1140.0,0.37,399.84,30.7
CANDIDATE,0,0,0,0,2.79,645.4,297.0,0.746,1.83,16.6
FALSE POSITIVE,0,0,1,0,100.2,155160.0,2255.0,0.877,6128.09,1207.6
FALSE POSITIVE,0,0,1,0,27.77,94567.0,1104.0,0.633,349.78,124.6
FALSE POSITIVE,0,0,1,0,89.85,216440.0,1264.0,1.117,603.02,541.7
FALSE POSITIVE,1,0,1,1,510.48,6861.2,1629.0,5.106,1661.27,289.1
FALSE POSITIVE,0,0,1,0,54.29,112500.0,1069.0,0.964,308.53,537.2
FALSE POSITIVE,0,0,1,0,43.21,74112.0,1024.0,1.046,259.97,286.4
FALSE POSITIVE,0,0,1,0,38.95,195070.0,1404.0,0.41,919.42,174.4
FALSE POSITIVE,0,0,1,0,39.34,1229.7,2214.0,1.091,5689.3,163.5
FALSE POSITIVE,1,0,1,0,215.89,3509.8,883.0,3.38,143.74,83.5
FALSE POSITIVE,1,1,0,1,0.82,85.3,1920.0,0.027,3193.9,25.1
FALSE POSITIVE,0,0,1,0,21.5,6268.2,796.0,1.02,94.86,106.0
FALSE POSITIVE,0,0,1,0,37.5,5752.4,452.0,0.972,9.83,126.9
CANDIDATE,0,0,0,0,72.16,5664.0,498.0,1.251,14.53,56.8
FALSE POSITIVE,0,1,0,0,74.83,510370.0,2247.0,0.279,6002.61,1069.5
FALSE POSITIVE,1,0,1,0,23.55,898.4,979.0,1.258,217.46,45.5
FALSE POSITIVE,0,1,0,0,55.58,293500.0,2062.0,0.337,4267.13,1571.6
FALSE POSITIVE,1,0,1,1,19.46,662.6,1180.0,1.223,457.16,89.2
FALSE POSITIVE,1,0,1,0,31.84,1370.5,1898.0,1.244,3078.85,21.5
FALSE POSITIVE,1,1,0,1,28.57,2015.8,237.0,1.263,0.74,35.3
CANDIDATE,0,0,0,0,1.45,66.2,2537.0,0.545,9805.45,31.5
FALSE POSITIVE,1,0,1,0,1680.99,1563.0,1792.0,1.2,2437.81,16.6
FALSE POSITIVE,1,0,0,0,0.54,31.8,2162.0,0.103,5166.26,12.0
FALSE POSITIVE,1,1,0,0,1.85,292.8,1136.0,0.967,392.7,68.2
FALSE POSITIVE,1,0,1,1,2.93,471.0,1839.0,0.972,2707.51,94.7
CANDIDATE,0,0,0,0,2.21,263.7,508.0,0.742,15.69,25.6
CANDIDATE,0,0,0,0,1.21,229.2,784.0,0.125,89.24,16.0
FALSE POSITIVE,0,0,1,0,345.7,894200.0,2719.0,0.771,12956.98,1585.2
CANDIDATE,0,0,0,0,0.94,74.2,1330.0,0.004,739.8,8.5
FALSE POSITIVE,0,1,0,0,118.11,605710.0,2255.0,0.26,6116.99,1837.9
FALSE POSITIVE,0,0,1,0,22.98,38418.0,739.0,0.576,70.59,449.1
FALSE POSITIVE,0,0,1,0,136.47,428560.0,2691.0,0.382,12427.14,599.8
FALSE POSITIVE,0,0,1,0,49.6,6386.3,711.0,1.293,60.38,114.8
CANDIDATE,0,0,0,0,0.63,66.5,889.0,0.343,147.95,7.2
FALSE POSITIVE,1,1,0,1,1.06,40.0,2661.0,0.773,11897.94,14.9
FALSE POSITIVE,0,1,0,0,23.76,1413.0,2021.0,0.989,3938.81,103.3
FALSE POSITIVE,0,0,1,0,37.62,34976.0,1643.0,1.169,1728.18,224.0
FALSE POSITIVE,0,0,1,0,10.3,7736.4,329.0,0.912,2.77,157.4
FALSE POSITIVE,1,1,0,1,23.0,842.7,341.0,1.221,3.21,27.1
FALSE POSITIVE,0,1,0,0,26.31,3963.0,1076.0,0.879,317.03,22.1
CANDIDATE,0,0,0,0,0.99,159.1,1351.0,0.597,784.51,41.6
CANDIDATE,0,0,0,0,1.04,174.8,1402.0,0.531,911.28,12.6
CANDIDATE,0,0,0,0,0.94,157.5,547.0,0.412,21.16,17.3
CANDIDATE,0,0,0,0,1.15,273.8,427.0,0.034,7.82,20.7
FALSE POSITIVE,0,0,1,0,43.71,131260.0,842.0,0.912,118.87,631.5
FALSE POSITIVE,0,0,1,0,70.67,394410.0,1310.0,0.509,695.41,508.4
FALSE POSITIVE,1,0,1,1,46.24,7559.8,1310.0,1.272,695.05,257.4
FALSE POSITIVE,1,0,1,0,60.45,357700.0,1502.0,0.002,1204.3,324.0
FALSE POSITIVE,0,0,1,0,108.78,61574.0,3429.0,1.04,32652.55,1413.9
FALSE POSITIVE,0,0,1,0,42.69,24872.0,323.0,1.215,2.58,216.1
FALSE POSITIVE,0,0,1,0,101.41,23647.0,882.0,1.993,142.6,82.0
FALSE POSITIVE,1,0,0,1,0.7,52.6,527.0,0.738,18.29,7.7
FALSE POSITIVE,1,0,1,0,8.6,9356.2,335.0,0.851,2.97,201.9
FALSE POSITIVE,0,0,1,0,928.96,129090.0,4037.0,0.665,62743.06,197.0
FALSE POSITIVE,0,0,1,0,100.39,129530.0,1807.0,1.409,2522.39,262.2
FALSE POSITIVE,0,0,1,0,2674.69,727.6,6436.0,1.174,404932.04,60.7
FALSE POSITIVE,0,1,0,1,60.5,81996.0,1502.0,1.051,1207.51,261.1
FALSE POSITIVE,0,0,1,1,0.49,18.5,2006.0,0.117,3840.87,11.1
FALSE POSITIVE,0,0,1,0,36.92,120030.0,1892.0,0.599,3015.62,239.6
FALSE POSITIVE,0,0,1,0,7.23,2579.0,308.0,0.424,2.14,181.0
FALSE POSITIVE,0,0,1,0,7.13,5497.0,900.0,0.913,154.53,23.8
FALSE POSITIVE,0,1,0,0,56.3,147610.0,2118.0,0.872,4750.98,317.1
FALSE POSITIVE,1,0,1,0,1.39,119.2,1390.0,0.447,880.52,38.3
FALSE POSITIVE,1,0,1,1,32.12,11786.0,1100.0,1.249,346.06,304.2
CANDIDATE,0,0,0,0,1.46,280.7,1676.0,0.013,1874.28,47.4
FALSE POSITIVE,1,0,1,0,7.86,361.1,2328.0,0.647,6932.19,39.9
FALSE POSITIVE,0,0,1,0,39.52,2336.0,1513.0,1.159,1237.9,17.5
FALSE POSITIVE,1,0,1,1,36.16,25805.0,897.0,1.278,152.34,153.3
FALSE POSITIVE,0,0,1,0,71.52,415860.0,1351.0,0.477,788.17,1037.3
FALSE POSITIVE,0,0,1,0,173.18,255240.0,1062.0,0.0,300.32,101.9
FALSE POSITIVE,0,0,1,0,533.08,50424.0,1472.0,4.203,1107.34,247.2
FALSE POSITIVE,1,0,1,1,251.93,30246.0,1254.0,1.263,584.54,208.6
CANDIDATE,0,0,0,0,2.65,211.2,592.0,0.368,29.08,18.9
CANDIDATE,0,0,0,0,3.61,279.6,705.0,0.983,58.35,14.9
FALSE POSITIVE,0,1,0,0,63.42,22012.0,1134.0,1.25,390.19,236.6
FALSE POSITIVE,0,0,1,0,44.24,13895.0,319.0,1.25,2.46,227.5
FALSE POSITIVE,1,0,1,1,9.14,6367.1,1568.0,0.882,1434.99,174.9
FALSE POSITIVE,0,0,1,0,28.21,30192.0,1379.0,1.137,849.08,867.8
CANDIDATE,0,0,0,0,22.95,4595.9,1437.0,1.226,1004.07,217.4
CANDIDATE,0,0,0,0,1.29,224.8,1256.0,0.003,588.1,7.0
FALSE POSITIVE,0,0,1,0,89.79,538720.0,1669.0,0.27,1830.27,1513.7
FALSE POSITIVE,1,0,1,1,51.11,5444.0,2925.0,0.883,17342.01,223.1
FALSE POSITIVE,1,0,1,0,21.06,273.2,901.0,1.194,155.6,29.0
FALSE POSITIVE,0,1,0,0,66.73,932.5,3124.0,1.182,22605.13,47.6
FALSE POSITIVE,1,0,1,1,30.38,631.7,1566.0,1.225,1421.38,87.9
FALSE POSITIVE,0,1,0,0,54.17,11515.0,896.0,0.003,152.49,619.6
CANDIDATE,0,0,0,0,6.11,3628.7,313.0,0.244,2.27,93.8
FALSE POSITIVE,0,0,1,0,19.17,11312.0,289.0,1.001,1.66,844.7
FALSE POSITIVE,0,0,1,0,33.24,37510.0,361.0,0.936,4.0,535.1
FALSE POSITIVE,0,0,1,0,37.56,99583.0,1118.0,1.003,369.54,298.7
FALSE POSITIVE,0,0,1,0,40.37,126190.0,1160.0,0.733,427.83,448.0
FALSE POSITIVE,0,0,1,0,165.15,148440.0,3693.0,0.895,43941.18,563.0
FALSE POSITIVE,0,0,1,0,35.2,13930.0,468.0,0.981,11.32,370.9
FALSE POSITIVE,0,0,1,0,51.44,7784.1,1157.0,1.287,424.01,108.2
FALSE POSITIVE,0,1,0,1,458.02,14328.0,7100.0,0.836,602806.92,209.2
FALSE POSITIVE,0,0,1,0,19.96,25079.0,1285.0,0.634,643.95,131.0
FALSE POSITIVE,1,0,1,1,3.94,1356.9,1209.0,0.95,505.77,160.2
FALSE POSITIVE,1,0,1,0,7.08,5673.8,1395.0,0.897,892.4,218.7
FALSE POSITIVE,1,0,0,1,0.5,19.9,2548.0,0.068,10020.28,9.4
FALSE POSITIVE,0,0,1,0,26042.9,134760.0,4120.0,25.224,68223.38,92.4
CANDIDATE,0,0,0,0,13.21,11181.0,300.0,0.525,1.93,96.8
FALSE POSITIVE,1,0,1,1,34.34,1651.1,1571.0,1.247,1435.29,195.7
FALSE POSITIVE,0,0,1,0,4.28,1346.4,1671.0,0.824,1849.31,86.1
FALSE POSITIVE,1,0,0,0,1.26,25.8,2475.0,0.467,8873.77,10.3
CANDIDATE,0,0,0,0,1.96,432.6,621.0,0.694,35.14,37.2
FALSE POSITIVE,1,0,1,1,15.7,272.6,1126.0,1.159,379.01,67.0
CANDIDATE,0,0,0,0,2.84,784.7,438.0,0.545,8.66,69.3
FALSE POSITIVE,0,0,1,0,51.69,245680.0,1106.0,0.469,354.27,508.6
FALSE POSITIVE,1,0,1,0,45.93,69072.0,720.0,1.073,63.62,834.3
CANDIDATE,0,0,0,0,231.85,266.1,2660.0,0.027,11829.18,8.6
CANDIDATE,0,0,0,0,4.22,1366.9,407.0,0.371,6.51,42.3
FALSE POSITIVE,0,0,1,0,47.58,191070.0,1233.0,0.17,545.64,352.3
FALSE POSITIVE,0,0,1,0,73.29,126640.0,2080.0,0.928,4438.11,904.0
CANDIDATE,0,0,0,0,0.78,102.0,679.0,0.658,50.3,11.6
CANDIDATE,0,0,0,0,0.98,66.2,1309.0,0.526,693.65,18.4
CANDIDATE,0,0,0,0,2.15,321.3,314.0,0.569,2.3,10.7
FALSE POSITIVE,0,0,1,0,450.76,2213.2,4106.0,1.295,67267.85,76.7
FALSE POSITIVE,0,0,1,0,13.66,37571.0,265.0,0.028,1.16,102.4
FALSE POSITIVE,1,0,1,1,163.25,1088.6,1494.0,1.214,1176.23,71.2
FALSE POSITIVE,0,0,1,0,52.91,3836.0,1494.0,1.373,1180.61,39.3
FALSE POSITIVE,1,0,1,0,539.16,5824.7,1261.0,1.264,598.36,76.3
FALSE POSITIVE,1,1,0,1,4.49,2185.9,303.0,0.892,2.0,84.1
FALSE POSITIVE,1,1,0,1,37.79,2651.8,2106.0,1.27,4662.2,157.1
FALSE POSITIVE,0,1,0,0,1.0,69.7,1783.0,0.405,2385.75,25.8
FALSE POSITIVE,0,0,1,0,60.62,379060.0,1569.0,0.489,1432.21,241.0
FALSE POSITIVE,0,0,1,0,268.75,25044.0,888.0,5.25,146.91,83.1
FALSE POSITIVE,0,0,1,0,59.66,217140.0,546.0,0.75,21.08,204.9
FALSE POSITIVE,0,0,1,0,70.73,65927.0,840.0,1.066,117.9,639.8
FALSE POSITIVE,0,0,1,0,162.67,231450.0,2013.0,0.743,3885.11,1215.2
FALSE POSITIVE,0,0,1,0,71.11,116120.0,1045.0,0.965,281.19,250.9
FALSE POSITIVE,0,0,1,0,64.69,289810.0,1277.0,0.642,627.44,274.2
FALSE POSITIVE,0,0,1,0,22.27,2211.0,2336.0,0.902,7027.09,56.4
FALSE POSITIVE,1,1,0,0,12.01,9766.9,859.0,0.958,128.52,143.2
FALSE POSITIVE,0,0,1,0,138.76,722770.0,2082.0,0.773,4439.53,334.3
FALSE POSITIVE,1,0,0,0,28.73,9886.5,1224.0,1.269,528.52,284.0
FALSE POSITIVE,1,0,1,0,5.08,151.1,3226.0,0.646,25506.22,94.5
FALSE POSITIVE,0,0,1,0,52.05,27247.0,1836.0,1.282,2683.57,551.7
FALSE POSITIVE,0,1,0,0,145.36,262580.0,2721.0,0.681,12930.1,463.4
FALSE POSITIVE,0,0,1,0,34.32,7224.8,777.0,0.637,86.12,751.1
FALSE POSITIVE,1,0,1,0,29.78,527.4,1813.0,1.212,2558.96,118.6
FALSE POSITIVE,0,0,1,0,18.59,33878.0,827.0,1.161,110.51,166.8
CANDIDATE,0,0,0,0,2.94,574.5,589.0,0.205,28.51,9.3
CANDIDATE,0,0,0,0,11.58,4836.0,304.0,0.935,2.02,69.1
CANDIDATE,0,0,0,0,2.88,2215.3,211.0,0.001,0.47,25.2
FALSE POSITIVE,1,0,1,1,19.01,489.0,1225.0,1.207,533.2,42.2
FALSE POSITIVE,1,0,0,0,26.1,642.6,1668.0,1.193,1824.38,37.4
FALSE POSITIVE,0,1,0,0,43.67,694.9,2618.0,0.935,11089.75,103.6
FALSE POSITIVE,1,0,0,0,0.64,62.4,1453.0,0.164,1051.03,9.7
FALSE POSITIVE,1,0,1,1,27.25,141.0,1847.0,1.227,2761.35,32.0
FALSE POSITIVE,0,0,1,0,155.81,159580.0,1837.0,0.851,2692.16,367.3
FALSE POSITIVE,0,0,1,0,115.26,262600.0,1419.0,1.285,957.45,243.2
CANDIDATE,0,0,0,0,2.49,177.9,1092.0,0.149,336.06,10.5
FALSE POSITIVE,0,0,1,0,27.09,32296.0,782.0,1.198,88.43,129.5
FALSE POSITIVE,0,0,1,0,121.59,129640.0,855.0,1.141,126.35,3361.5
FALSE POSITIVE,0,0,1,0,38.63,165480.0,1289.0,0.334,650.9,617.7
FALSE POSITIVE,0,0,1,0,38.79,68139.0,294.0,1.036,1.77,100.4
FALSE POSITIVE,0,0,1,0,57.21,178870.0,577.0,0.815,26.19,154.0
CANDIDATE,0,0,0,0,0.7,29.7,1607.0,0.767,1575.2,9.3
FALSE POSITIVE,1,0,1,1,995.22,6641.6,1363.0,4.676,815.99,366.4
FALSE POSITIVE,0,0,1,0,68.48,142890.0,1194.0,0.786,481.48,177.9
FALSE POSITIVE,0,0,1,0,25.76,39597.0,1829.0,0.966,2653.37,231.7
FALSE POSITIVE,0,0,1,0,57.51,2290.9,473.0,1.258,11.79,90.4
FALSE POSITIVE,1,0,0,0,41.19,1733.1,1815.0,1.262,2563.99,123.1
CANDIDATE,0,0,0,0,6.9,2183.6,1303.0,0.932,681.41,81.6
FALSE POSITIVE,1,0,0,0,32.26,761.8,2366.0,0.881,7394.55,71.9
CANDIDATE,0,0,0,0,7.27,3583.0,1159.0,0.851,426.49,10.9
FALSE POSITIVE,1,0,1,0,18.16,846.1,1550.0,1.193,1367.42,67.3
FALSE POSITIVE,1,0,1,0,3.16,651.2,268.0,0.974,1.22,38.7
CANDIDATE,0,0,0,0,34.85,2173.5,734.0,0.409,68.47,98.9
CANDIDATE,0,0,0,0,0.92,83.6,1343.0,0.035,770.05,33.7
FALSE POSITIVE,1,0,1,0,33.14,8290.5,1064.0,1.268,303.48,254.8
FALSE POSITIVE,0,0,1,0,62.41,172740.0,873.0,0.795,137.11,472.3
CANDIDATE,0,0,0,0,8.98,9746.4,264.0,0.248,1.15,696.0
FALSE POSITIVE,0,0,1,0,148.25,824390.0,1846.0,0.441,2750.37,3176.9
FALSE POSITIVE,0,0,1,0,33.3,93395.0,697.0,0.692,55.88,247.0
FALSE POSITIVE,1,0,1,0,219.02,88327.0,1285.0,1.522,644.35,855.4
FALSE POSITIVE,1,0,1,0,679.44,437860.0,725.0,6.286,65.17,252.4
FALSE POSITIVE,0,0,1,0,300.82,560970.0,3329.0,0.511,29070.1,1598.3
FALSE POSITIVE,0,0,1,0,112.77,174860.0,2157.0,1.439,5094.25,2065.8
FALSE POSITIVE,1,0,1,1,395.94,3089.9,1689.0,3.651,1918.98,262.4
FALSE POSITIVE,0,1,0,0,1.36,99.8,879.0,0.105,140.97,6.6
FALSE POSITIVE,0,0,1,0,68.92,175780.0,1978.0,0.846,3627.17,1475.4
FALSE POSITIVE,1,0,1,1,26.2,5794.8,670.0,1.273,47.55,74.1
CANDIDATE,0,0,0,0,4.55,1724.4,410.0,0.535,6.65,328.0
FALSE POSITIVE,1,0,0,0,1.23,80.0,1478.0,0.677,1126.72,43.1
FALSE POSITIVE,1,0,1,0,21.23,1355.2,437.0,1.235,8.62,38.9
FALSE POSITIVE,1,0,0,0,2.09,307.9,821.0,0.228,107.59,26.1
FALSE POSITIVE,1,0,0,1,25.55,388.9,1480.0,1.195,1135.97,69.4
FALSE POSITIVE,1,0,0,0,25.39,470.9,938.0,1.212,182.72,20.7
FALSE POSITIVE,1,0,0,0,1.17,77.0,1401.0,0.121,908.82,9.2
FALSE POSITIVE,1,0,0,0,1.22,55.8,1591.0,0.57,1515.7,19.2
FALSE POSITIVE,1,0,0,0,1.72,450.8,1196.0,0.286,484.17,13.2
FALSE POSITIVE,0,1,0,0,36.87,286390.0,1257.0,0.623,589.31,273.8
FALSE POSITIVE,1,1,0,1,21.34,1131.0,563.0,1.222,23.83,58.8
CANDIDATE,0,0,0,0,2.57,530.2,384.0,0.195,5.13,28.0
FALSE POSITIVE,1,1,0,1,2.64,582.1,706.0,0.967,58.88,55.7
FALSE POSITIVE,1,1,0,1,2.39,468.6,706.0,0.971,58.88,47.8
FALSE POSITIVE,1,0,0,0,1.78,212.7,2167.0,0.055,5205.91,32.6
FALSE POSITIVE,0,0,1,0,120.02,1109.3,2960.0,1.244,18136.88,277.9
FALSE POSITIVE,0,0,1,0,26.09,601.7,829.0,1.251,111.86,28.8
FALSE POSITIVE,1,0,0,0,2.03,329.3,929.0,0.404,175.79,17.9
CANDIDATE,0,0,0,0,0.97,60.5,1822.0,0.058,2597.27,21.3
FALSE POSITIVE,0,0,1,0,16.62,14759.0,661.0,0.955,45.03,268.5
CANDIDATE,0,0,0,0,2.85,966.8,802.0,0.022,97.85,31.3
FALSE POSITIVE,1,0,0,1,4.57,3692.4,323.0,0.92,2.58,70.5
CANDIDATE,0,0,0,0,0.84,77.2,1065.0,0.185,305.12,8.5
FALSE POSITIVE,1,0,1,0,18.01,668.3,586.0,1.209,27.83,29.9
FALSE POSITIVE,1,0,0,0,77.99,176.1,2902.0,1.2,16718.87,18.3
FALSE POSITIVE,1,0,0,1,0.82,112.5,1299.0,0.102,673.94,16.0
FALSE POSITIVE,1,0,0,0,1.22,172.8,1244.0,0.689,564.74,22.1
FALSE POSITIVE,1,0,0,0,1.27,313.2,966.0,0.03,206.07,30.1
CANDIDATE,0,0,0,0,2.09,48.7,1350.0,0.892,784.74,12.3
FALSE POSITIVE,1,0,1,0,1.84,247.3,2268.0,0.689,6218.56,27.2
FALSE POSITIVE,1,0,0,1,0.95,261.2,477.0,0.677,12.29,35.5
FALSE POSITIVE,1,0,1,0,21.45,293.5,2279.0,1.181,6356.72,58.4
FALSE POSITIVE,1,0,0,0,1.53,222.2,1413.0,0.522,940.43,20.7
FALSE POSITIVE,0,0,1,0,13.55,335.5,1518.0,1.107,1254.52,27.1
FALSE POSITIVE,1,0,0,0,3.87,243.1,1840.0,0.602,2710.89,66.7
FALSE POSITIVE,0,0,1,0,37.22,39268.0,1615.0,0.677,1608.01,339.2
FALSE POSITIVE,1,0,1,1,29.02,480.5,2128.0,1.238,4850.1,73.0
FALSE POSITIVE,1,0,1,1,9.82,6923.8,1845.0,0.075,2734.97,99.2
FALSE POSITIVE,0,0,1,0,13.73,125.0,1098.0,1.104,344.18,36.6
FALSE POSITIVE,0,0,1,0,19.58,32622.0,1202.0,0.418,493.0,607.2
CANDIDATE,0,0,0,0,3.0,862.0,452.0,0.256,9.89,9.8
FALSE POSITIVE,0,0,1,0,29.95,5396.7,1568.0,1.278,1426.18,304.1
FALSE POSITIVE,0,0,1,0,24.74,5945.0,881.0,1.207,142.01,20.0
FALSE POSITIVE,1,0,0,0,1.75,493.8,1134.0,0.374,390.02,23.3
FALSE POSITIVE,1,0,0,1,18.29,351.4,1638.0,1.188,1706.25,49.1
FALSE POSITIVE,0,0,1,0,1.57,287.9,2151.0,0.009,5088.43,57.2
FALSE POSITIVE,1,0,0,1,2.74,107.0,1510.0,0.765,1229.56,20.2
CANDIDATE,0,0,0,0,1.49,511.6,1183.0,0.856,461.55,33.4
FALSE POSITIVE,0,1,0,0,8.13,3620.9,1963.0,0.968,3510.31,70.6
FALSE POSITIVE,0,1,0,0,37.47,431670.0,1251.0,0.441,580.4,628.2
CANDIDATE,0,0,0,0,2.89,1481.5,166.0,0.875,0.18,25.5
FALSE POSITIVE,1,0,1,1,29.7,2533.7,1288.0,1.258,651.22,194.9
FALSE POSITIVE,1,0,1,0,41.08,17575.0,2035.0,1.238,4055.22,195.6
FALSE POSITIVE,1,0,1,1,31.77,2773.7,1301.0,1.292,675.11,153.1
FALSE POSITIVE,1,0,0,0,1.08,136.9,1628.0,0.528,1660.03,18.8
FALSE POSITIVE,1,0,1,1,0.52,49.3,1779.0,0.04,2365.45,10.2
FALSE POSITIVE,0,0,1,0,32.5,6789.4,480.0,1.276,12.6,86.8
CANDIDATE,0,0,0,0,20.23,465.5,1280.0,1.151,634.09,43.0
CANDIDATE,0,0,0,0,3.79,2286.4,324.0,0.322,2.59,51.8
FALSE POSITIVE,1,0,0,0,0.81,76.1,1211.0,0.408,509.55,35.5
FALSE POSITIVE,0,0,1,0,18.48,2052.1,1153.0,1.015,417.85,124.9
FALSE POSITIVE,1,0,0,0,1.43,78.6,779.0,0.742,87.17,8.3
CANDIDATE,0,0,0,0,29.33,242.3,2530.0,1.115,9703.01,84.4
FALSE POSITIVE,1,0,1,1,155.18,429.6,4900.0,0.012,136317.25,47.5
FALSE POSITIVE,0,0,1,0,24.81,906.7,1081.0,1.207,321.94,39.1
FALSE POSITIVE,1,0,0,1,1.48,89.3,2475.0,0.728,8881.31,43.2
FALSE POSITIVE,1,0,0,1,1.32,216.0,1449.0,0.282,1039.18,21.0
FALSE POSITIVE,1,0,0,0,1.81,1326.8,217.0,0.623,0.53,21.9
FALSE POSITIVE,1,0,1,1,22.63,301.6,1433.0,1.188,993.96,45.3
CANDIDATE,0,0,0,0,1.45,251.9,305.0,0.046,2.06,13.9
FALSE POSITIVE,0,0,1,0,446.29,662830.0,2946.0,0.829,17809.19,3316.5
FALSE POSITIVE,1,0,1,1,1.36,158.3,1782.0,0.741,2377.19,35.3
CANDIDATE,0,0,0,0,2.4,340.4,2432.0,0.95,8264.27,49.1
FALSE POSITIVE,1,0,0,0,20.11,690.8,1781.0,1.187,2366.84,17.1
CANDIDATE,0,0,0,0,2.19,216.9,561.0,0.017,23.44,16.6
FALSE POSITIVE,1,0,1,1,1.38,116.6,1741.0,0.741,2174.09,38.0
FALSE POSITIVE,1,0,0,1,1.06,414.7,933.0,0.346,178.74,32.5
FALSE POSITIVE,1,0,0,0,1.03,173.2,1196.0,0.63,485.51,25.3
FALSE POSITIVE,0,0,0,1,1.7,119.6,1812.0,0.761,2547.01,42.1
CANDIDATE,0,0,0,0,1.61,251.5,1650.0,0.466,1761.19,21.5
FALSE POSITIVE,1,0,1,1,29.39,1287.3,1291.0,1.279,657.94,108.2
FALSE POSITIVE,1,0,0,1,1.33,344.8,1087.0,0.489,330.97,19.3
CANDIDATE,0,0,0,0,75.08,7956.2,809.0,0.606,101.41,284.3
FALSE POSITIVE,0,0,1,0,89.35,322.5,2783.0,1.182,14127.22,45.7
FALSE POSITIVE,1,0,0,1,1.57,228.8,1524.0,0.473,1272.5,19.9
FALSE POSITIVE,1,1,0,1,0.46,26.7,1940.0,0.322,3349.38,14.1
CANDIDATE,0,0,0,0,0.68,68.0,768.0,0.383,82.32,14.6
CANDIDATE,0,0,0,0,6.3,512.6,938.0,0.659,182.91,30.5
CANDIDATE,0,0,0,0,0.91,215.1,1244.0,0.376,564.46,23.6
FALSE POSITIVE,1,0,0,0,40.6,6071.6,1360.0,1.276,810.78,89.9
FALSE POSITIVE,1,1,0,1,19.28,145.6,1076.0,1.159,317.19,44.5
FALSE POSITIVE,1,0,0,1,0.53,36.9,2004.0,0.331,3787.58,23.3
CANDIDATE,0,0,0,0,2.03,200.7,1800.0,0.162,2479.44,20.9
FALSE POSITIVE,1,0,0,1,1.7,202.5,1272.0,0.712,619.57,23.1
FALSE POSITIVE,1,0,1,0,31.99,584.4,984.0,1.229,221.77,19.3
FALSE POSITIVE,1,0,0,1,2.07,76.6,3112.0,0.741,22250.69,49.5
FALSE POSITIVE,1,1,0,0,9.32,405.9,1296.0,1.059,667.65,83.1
FALSE POSITIVE,1,0,0,0,48.23,29.7,10340.0,0.508,2710661.9,5.1
FALSE POSITIVE,1,0,1,0,20.05,242.3,1040.0,1.032,276.85,21.3
FALSE POSITIVE,0,0,0,1,2.72,908.9,800.0,0.031,96.98,36.8
CANDIDATE,0,0,1,0,38.11,39994.0,1136.0,1.138,392.49,56.5
FALSE POSITIVE,1,0,1,1,2.16,150.6,2276.0,0.783,6330.12,77.1
CANDIDATE,0,0,0,0,2.55,426.6,783.0,0.973,89.02,32.9
FALSE POSITIVE,1,0,0,0,2.2,513.5,259.0,0.475,1.06,9.3
